region,Debts Under 5k,Refunds Under 5k,Debts 5k-7k,Refunds 5k-7k,Debts 7k-10k,Refunds 7k-10k,Debts 10k-12k,Refunds 10k-12k,Debts 12k-15k,Refunds 12k-15k,Debts 15k-17k,Refunds 15k-17k,Debts 17k-20k,Refunds 17k-20k,Debts Over 20k,Refunds Over 20k
negev,50784,1183,40125,1152,69335,2474,74640,1893,87138,2096,118920,2661,132261,2347,102572,2373
